name,image_url,rating_star,ratings,reviews,processor,ram,operating_system,rom,display,warranty,actual_price,discount_price,discount
HP AMD Athlon Dual Core - (8 GB/256 GB SSD/Windows 11 Home) 255 Laptop,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/g/m/255-g8-laptop-hp-original-imagp22z6jwc5mfz.jpeg?q=70,4.1,"1,078 Ratings",71 Reviews,AMD Athlon Dual Core Processor,8 GB LPDDR4 RAM,Windows 11 Operating System,256 GB SSD,39.62 cm (15.6 inch) Display,1 YEAR,"₹50,000","₹24,749",50% off
DELL Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3530 Thin and Light Lapto...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/m/k/i/-original-imahcd9zywgyxys2.jpeg?q=70,4,160 Ratings,7 Reviews,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite warranty,"₹46,913","₹33,990",27% off
Lenovo LOQ Intel Core i5 12th Gen 12450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/0/k/6/-original-imahcd9zanbpbzqq.jpeg?q=70,4.3,"1,287 Ratings",85 Reviews,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1Yr Warranty and 1 Yr Accidental Damage Protection,"₹1,05,090","₹72,990",30% off
ASUS X1504ZA Intel Core i3 12th Gen 12th Gen Intel Core i3-1215U - (8 GB/512 GB SSD/Windows 11 Home) X...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/k/g/-original-imahcd9zjfjyrseg.jpeg?q=70,4.3,"6,731 Ratings",492 Reviews,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,MS OFFICE,1 YEAR INTERNATIONAL,"₹54,777","₹34,790",36% off
Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-K...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/l/v/-original-imahcd9jggredwvf.jpeg?q=70,4.5,"9,456 Ratings",820 Reviews,Intel Core i5 Processor (13th Gen),8 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,"₹78,189","₹48,990",37% off
Samsung Galaxy Book4 Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-L...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/o/y/6/-original-imahcd9h9ethbxaz.jpeg?q=70,4.5,"4,960 Ratings",529 Reviews,Intel Core i3 Processor (13th Gen),8 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"₹57,499","₹34,990",39% off
ASUS Vivobook Go 15 (2025) with Office 2024 + M365 Basic* AMD Ryzen 3 Quad Core 7320U - (16 GB/512 GB ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/u/h/s/-original-imagpxgqj6x2zkhe.jpeg?q=70,4.2,328 Ratings,24 Reviews,AMD Ryzen 3 Quad Core Processor,16 GB LPDDR5 RAM,Windows 11 Home Operating System,512 GB SSD,"Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year",1 Year Onsite Warranty,"₹46,990","₹33,990",27% off
Lenovo IdeaPad Slim 3 Backlit Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 15IAH...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/7/s/e/-original-imahcd9jz6sk6rd8.jpeg?q=70,4.2,791 Ratings,59 Reviews,Intel Core i5 Processor (12th Gen),16 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Yr. Onsite + 1 Yr. Accidental Damage Protection,"₹78,590","₹48,990",37% off
Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A324-51 Thin and Light ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/u/a/-original-imahcd9hd8sfkypj.jpeg?q=70,4.2,"3,614 Ratings",279 Reviews,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Domestic Warranty,"₹43,000","₹24,990",41% off
Acer Aspire 3 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/p/i/0/-original-imahcfdf4x4zchpg.jpeg?q=70,4.3,402 Ratings,32 Reviews,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Carry-in Warranty,"₹66,999","₹40,990",38% off
HP 15s Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5327TU / FD0063TU Thin a...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/4/d/u/-original-imahcd9pannrgdfk.jpeg?q=70,4.2,"7,156 Ratings",578 Reviews,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,Microsoft Office Home & Student 2021,1 Year Onsite Warranty,"₹51,134","₹35,990",29% off
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/v/k/y/-original-imahcd9zvhqtbzcz.jpeg?q=70,4.2,"1,825 Ratings",102 Reviews,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Yr. Onsite + 1 Yr. Accidental Damage Protection,"₹58,890","₹32,490",44% off
HP Pavilion AI PC Intel Core Ultra 5 125U - (16 GB/512 GB SSD/Windows 11 Home) 16-af0015TU Thin and Li...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/5/x/k/-original-imahcd9ktcmdwczc.jpeg?q=70,4.4,270 Ratings,22 Reviews,Intel Core Ultra 5 Processor,16 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,40.64 cm (16 Inch) Display,1 Year Carry-in Warranty,"₹89,356","₹60,990",31% off
HP 255 G10 AMD Athlon Dual Core 7120U - (8 GB/256 GB SSD/Windows 11 Home) 255 G10 Thin and Light Lapto...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/h/j/x/255-g10-thin-and-light-laptop-hp-original-imahbcnytdxhgmgu.jpeg?q=70,4,44 Ratings,3 Reviews,AMD Athlon Dual Core Processor,8 GB LPDDR5 RAM,64 bit Windows 11 Operating System,256 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹30,336","₹22,390",26% off
Lenovo IdeaPad Slim 3 Next Gen AI PC WUXGA IPS Copilot + PC Qualcomm Snapdragon X - (16 GB/512 GB SSD/...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/8/j/c/-original-imahehrb5fvx8uuq.jpeg?q=70,,,,Qualcomm Snapdragon X Processor,16 GB LPDDR5X RAM,Windows 11 Home Operating System,512 GB SSD,Office Home 2024,1 Year Onsite Warranty,"₹93,490","₹57,990",37% off
"ASUS Vivobook S14 (2025) with Office 2024 + M365 Basic*, Metallic Design, Copilot+ PC Qualcomm Snapdra...",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/g/d/-original-imahefyfyqwuhhga.jpeg?q=70,4.7,10 Ratings,0 Reviews,Qualcomm Snapdragon X Processor,16 GB LPDDR5X RAM,Windows 11 Home Operating System,512 GB SSD,"Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year",1 Year Onsite Warranty,"₹92,990","₹67,990",26% off
ASUS Vivobook 15 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ320WS Thin...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/q/d/z/-original-imahcd9kr2hjnhsc.jpeg?q=70,4.2,650 Ratings,53 Reviews,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite warranty,"₹54,990","₹33,990",38% off
Lenovo LOQ Intel Core i5 12th Gen 12450HX - (12 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/g/r/-original-imahcd9zpda3htcf.jpeg?q=70,4.3,"1,796 Ratings",128 Reviews,Intel Core i5 Processor (12th Gen),12 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1Yr Warranty and 1 Yr Accidental Damage Protection,"₹80,090","₹56,990",28% off
MOTOROLA Motobook 60 Full Metal OLED (i5 14th Gen) Intel Core 5 (Series 2) 210H - (16 GB/512 GB SSD/Wi...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/q/l/-original-imahcyacqqquv9g4.jpeg?q=70,4.3,242 Ratings,37 Reviews,Intel Core 5 (Series 2) Processor,16 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,Office Home 2024,1 Year Onsite Warranty,"₹93,690","₹54,990",41% off
DELL 14 Next Gen AI PC Intel Core Ultra 5 226V - (16 GB/512 GB SSD/Windows 11 Home) DB04250 2in1 2 in ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/d/y/-original-imahekvhbkhacyxf.jpeg?q=70,,,,Intel Core Ultra 5 Processor,16 GB LPDDR5X RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Touchscreen Display,1 Year Onsite Warranty,"₹1,02,859","₹84,990",17% off
ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ132WS | ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/v/m/v/-original-imahcd9gyatyfjta.jpeg?q=70,4.2,"1,617 Ratings",100 Reviews,AMD Ryzen 5 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"₹50,990","₹35,990",29% off
Lenovo Ideapad Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) 15IAH8...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/2/0/-original-imahyyht43sagggd.jpeg?q=70,4.2,93 Ratings,6 Reviews,Intel Core i5 Processor (12th Gen),16 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,Office Home & Student 2021,1 Yr. Onsite + 1 Yr. Accidental Damage Protection,"₹75,000","₹50,980",32% off
Lenovo Lenovo V15 G3 IAP Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) 82TTA073IN ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/s/x/n/82tta07rih-thin-and-light-laptop-lenovo-original-imah7faabhq2pe3g.jpeg?q=70,4.1,118 Ratings,9 Reviews,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"₹90,540","₹54,800",39% off
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 H...",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/c/2/1/-original-imahcd9jfzdtc8he.jpeg?q=70,4.2,"1,226 Ratings",85 Reviews,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite warranty,"₹74,990","₹44,990",40% off
HP Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home) 15-fr0025TU Thin and Light Lapto...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/t/u/-original-imahdxrfymmfsjnv.jpeg?q=70,4.2,16 Ratings,1 Reviews,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,Windows 11 Home Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"₹77,507","₹65,990",14% off
Acer Aspire 3 AMD Ryzen 3 Quad Core 7330U - (8 GB/512 GB SSD/Windows 11 Home) A325-42 Thin and Light L...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/o/m/l/-original-imahcd9zt99rekjd.jpeg?q=70,4.1,592 Ratings,83 Reviews,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Carry-in Warranty,"₹44,990","₹27,000",39% off
HP 15s Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5327TU / FD0063TU Thin a...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/4/d/u/-original-imahcd9pannrgdfk.jpeg?q=70,4.2,"7,156 Ratings",578 Reviews,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,Microsoft Office Home & Student 2021,1 Year Onsite Warranty,"₹51,134","₹35,990",29% off
Acer Aspire Lite Intel Core i3 13th Gen 1305U - (16 GB/512 GB SSD/Windows 11 Home) AL15-53 Notebook,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/y/m/-original-imahcqeynxxzdhcy.jpeg?q=70,4.2,155 Ratings,14 Reviews,Intel Core i3 Processor (13th Gen),16 GB DDR4 RAM,64 bit Windows 11 Home Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Warranty,"₹46,990","₹32,990",29% off
Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A324-51 Thin and Light ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/u/a/-original-imahcd9hd8sfkypj.jpeg?q=70,4.2,"3,614 Ratings",279 Reviews,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Domestic Warranty,"₹43,000","₹24,990",41% off
Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-K...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/l/v/-original-imahcd9jggredwvf.jpeg?q=70,4.5,"9,456 Ratings",820 Reviews,Intel Core i5 Processor (13th Gen),8 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,"₹78,189","₹48,990",37% off
Acer Aspire Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) AL15-53 Notebook,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/y/m/-original-imahcqeynxxzdhcy.jpeg?q=70,4.2,155 Ratings,14 Reviews,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,64 bit Windows 11 Home Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Warranty,"₹46,999","₹30,490",35% off
Lenovo LOQ Intel Core i5 12th Gen 12450HX - (12 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/g/r/-original-imahcd9zpda3htcf.jpeg?q=70,4.3,"1,796 Ratings",128 Reviews,Intel Core i5 Processor (12th Gen),12 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1Yr Warranty and 1 Yr Accidental Damage Protection,"₹80,090","₹56,990",28% off
HP 250R G9 (2024) Intel Core i3 13th Gen Intel Core i3 - 1315U (13th Gen) - (8 GB/512 GB SSD/Windows 1...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/q/t/o/250r-g9-thin-and-light-laptop-hp-original-imah77g3dbdcvy6p.jpeg?q=70,4.3,53 Ratings,1 Reviews,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,Windows 11 Home Operating System,512 GB SSD,Windows 11,1 Year Onsite Warranty,"₹44,990","₹33,990",24% off
Lenovo Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) V15 G3 IAP Thin and Light Lap...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/m/y/x/-original-imahcd9j6vg8msxd.jpeg?q=70,4.1,"1,544 Ratings",130 Reviews,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"₹89,990","₹49,990",44% off
ASUS Vivobook 15 Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ2325WS Th...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/j/z/-original-imahcd9nqjz6d3dp.jpeg?q=70,4.2,650 Ratings,53 Reviews,Intel Core i3 Processor (13th Gen),16 GB DDR4 RAM,Windows 11 Home Operating System,512 GB SSD,Microsoft Office Home 2024 + Microsoft 365 Basic,1 Year Onsite Warranty,"₹56,990","₹35,990",36% off
Samsung Galaxy Book4 Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-L...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/o/y/6/-original-imahcd9h9ethbxaz.jpeg?q=70,4.5,"4,960 Ratings",529 Reviews,Intel Core i3 Processor (13th Gen),8 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"₹57,499","₹34,990",39% off
Infinix Y4 Max Series Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/w/i/u/-original-imahcd9mqsw6rebt.jpeg?q=70,4.3,444 Ratings,53 Reviews,Intel Core i3 Processor (13th Gen),16 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,NA,1 Year Onsite Warranty,"₹59,990","₹34,990",41% off
"ASUS Vivobook S15, A-Part Metal Body, Intel Core i9 13th Gen 13900H - (16 GB/512 GB SSD/Windows 11 Hom...",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/u/u/z/-original-imahcd99fpcyhk37.jpeg?q=70,4.4,107 Ratings,10 Reviews,Intel Core i9 Processor (13th Gen),16 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"₹1,10,990","₹75,990",31% off
Lenovo IdeaPad Slim 3 Next Gen AI PC WUXGA IPS Copilot + PC Qualcomm Snapdragon X - (16 GB/512 GB SSD/...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/8/j/c/-original-imahehrb5fvx8uuq.jpeg?q=70,,,,Qualcomm Snapdragon X Processor,16 GB LPDDR5X RAM,Windows 11 Home Operating System,512 GB SSD,Office Home 2024,1 Year Onsite Warranty,"₹93,490","₹57,990",37% off
Acer Aspire 3 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/p/i/0/-original-imahcfdf4x4zchpg.jpeg?q=70,4.3,402 Ratings,32 Reviews,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Carry-in Warranty,"₹66,999","₹40,990",38% off
DELL Intel Core i3 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) 3530 Thin and Light Laptop,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/3/k/e/-original-imah8bgr5e2gqx25.jpeg?q=70,4.2,205 Ratings,21 Reviews,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 year domestic warranty,"₹49,149","₹34,990",28% off
ASUS Expertbook P3 Metal Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) P3405CVA-L...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/v/z/i/-original-imahehnhrrggrymt.jpeg?q=70,4.6,18 Ratings,2 Reviews,Intel Core i5 Processor (13th Gen),16 GB DDR5 RAM,Windows 11 Home Operating System,512 GB SSD,"Included Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity)",1 Year Onsite Warranty,"₹95,990","₹58,990",38% off
HP AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2223AU Thin and Light Laptop,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/e/w/t/-original-imahcd9g6bzwsp8k.jpeg?q=70,4.2,"1,174 Ratings",77 Reviews,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹49,631","₹38,500",22% off
Lenovo IdeaPad Slim 3 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 14AMN8 Thin and ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/w/7/w/-original-imahcd9jutfgyt3v.jpeg?q=70,4,217 Ratings,16 Reviews,AMD Ryzen 5 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Yr. Onsite,"₹54,490","₹36,490",33% off
"ASUS Vivobook S14 (2025) with Office 2024 + M365 Basic*, Metallic Design, Copilot+ PC Qualcomm Snapdra...",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/g/d/-original-imahefyfyqwuhhga.jpeg?q=70,4.7,10 Ratings,0 Reviews,Qualcomm Snapdragon X Processor,16 GB LPDDR5X RAM,Windows 11 Home Operating System,512 GB SSD,"Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year",1 Year Onsite Warranty,"₹92,990","₹67,990",26% off
Acer Aspire 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/f/x/-original-imahcd99qffuxkmz.jpeg?q=70,4.3,"2,000 Ratings",159 Reviews,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Carry-in Warranty,"₹49,999","₹28,990",42% off
Acer Nitro V Intel Core i7 14th Gen 14650HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/w/g/o/-original-imahcd9hpzvwm2eu.jpeg?q=70,3.3,4 Ratings,0 Reviews,Intel Core i7 Processor (14th Gen),16 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,40.64 cm (16 inch) Display,1 Year Carry-in Warranty,"₹1,37,999","₹92,990",32% off
Acer Aspire Lite AMD Ryzen 3 Quad Core 7330U - (8 GB/256 GB SSD/Windows 11 Home) AL15-41 Thin and Ligh...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/u/p/m/-original-imah2pf2u98xefzx.jpeg?q=70,4,76 Ratings,6 Reviews,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,256 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Carry-in Warranty,"₹44,990","₹27,990",37% off
MOTOROLA Motobook 60 Full Metal OLED (i5 14th Gen) Intel Core 5 (Series 2) 210H - (16 GB/512 GB SSD/Wi...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/q/l/-original-imahcyacqqquv9g4.jpeg?q=70,4.3,242 Ratings,37 Reviews,Intel Core 5 (Series 2) Processor,16 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,Office Home 2024,1 Year Onsite Warranty,"₹93,690","₹54,990",41% off
HP Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home) 15-fr0025TU Thin and Light Lapto...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/t/u/-original-imahdxrfymmfsjnv.jpeg?q=70,4.2,16 Ratings,1 Reviews,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,Windows 11 Home Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"₹77,507","₹65,990",14% off
DELL Inspiron Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 16 Plus Laptop,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/b/3/n/inspiron-laptop-dell-original-imahazxgxb2hw7ep.jpeg?q=70,4.5,10 Ratings,0 Reviews,Intel Core Ultra 5 Processor,16 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,"Dell Power Manager, Support Assist",1 Year Onsite Hardware Service,"₹1,01,613","₹69,990",31% off
ASUS Chromebook CX14 Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1405CKA-NK0...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/2/i/m/-original-imahdh2st3kwr6qc.jpeg?q=70,4.1,8 Ratings,1 Reviews,Intel Celeron Dual Core Processor,4 GB LPDDR4X RAM,Chrome Operating System,35.56 cm (14 Inch) Display,MyASUS,1 Year Onsite Warranty,,"₹32,990",
MSI Modern 15 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO-817IN ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/b/2/r/-original-imahcd99heyzq4xz.jpeg?q=70,4.3,"1,883 Ratings",181 Reviews,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"₹57,990","₹41,990",27% off
Acer Aspire 3 Intel Celeron Dual Core N4500 - (8 GB/512 GB SSD/Windows 11 Home) A325-45 Thin and Light...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/d/6/p/-original-imah3yhqcgjtxfhw.jpeg?q=70,3.9,229 Ratings,28 Reviews,Intel Celeron Dual Core Processor,8 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"₹32,890","₹24,250",26% off
Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-K...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/l/v/-original-imahcd9jggredwvf.jpeg?q=70,4.5,"9,456 Ratings",820 Reviews,Intel Core i5 Processor (13th Gen),8 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,"₹78,189","₹48,990",37% off
